rule,iso3,country_name,income_level,task_id,task_label,exposure_level_mode,dominant_channel_mode,margin_mode,has_material_ai_integration_mode,short_rationale_mode
not_ai_material_mentions_ai,KHM,Cambodia,Lower middle income,2882,Prepare sketches or follow blueprints to determine the location of wiring or equipment and to ensure conformance to building and safety codes.,1,rule_based_workflow,unclear,False,"In the Cambodian construction sector, electrical planning requires significant local context, onsite verification, and adherence to specific regulatory standards that currently limit systematic automation or AI-driven substitution for typical project workflows."
not_ai_material_mentions_ai,KHM,Cambodia,Lower middle income,2936,"Remove damaged sections of vehicles using metal-cutting guns, air grinders and wrenches, and install replacement parts using wrenches or welding equipment.",1,physical_execution,unclear,False,"In the Cambodian context, this task requires skilled manual labor for complex, non-standardized vehicle repair, leaving little room for credible economic labor displacement or material AI-driven augmentation by 2026."
not_ai_material_mentions_ai,KHM,Cambodia,Lower middle income,4860,"Requisition tools and equipment, select type and size of pipe, and collect and transport materials and equipment to work site.",1,physical_execution,unclear,False,"In the Cambodian construction context, these tasks rely heavily on manual labor, physical site logistics, and tacit site-specific knowledge, leaving little credible margin for widespread economic substitution or significant AI-driven augmentation by 2026."
not_ai_material_mentions_ai,KHM,Cambodia,Lower middle income,6934,Analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,1,informational_transformation,unclear,False,"In Cambodia, dental epidemiological data collection remains largely manual and fragmented, limiting the feasibility of AI-driven analysis for population-level pattern identification in typical, non-specialized public health settings by 2026."
not_ai_material_mentions_ai,KHM,Cambodia,Lower middle income,7003,Maintain cage security according to rules.,1,rule_based_workflow,unclear,False,"In the Cambodian context, cage security relies on human vigilance, manual key control, and established physical protocols that offer minimal scope for economic labor substitution or meaningful AI-driven augmentation."
not_ai_material_mentions_ai,KHM,Cambodia,Lower middle income,734,Install bookkeeping systems and resolve system problems.,2,rule_based_workflow,both,False,"Installation and standard troubleshooting involve following structured procedural guides where automation can replace manual configuration or provide AI-driven diagnostic assistance, feasible even in developing digital infrastructure environments."
not_ai_material_mentions_ai,KHM,Cambodia,Lower middle income,7619,"Research and analyze laws, regulations, policies, and precedent decisions to prepare for hearings and to determine conclusions.",1,informational_transformation,unclear,False,"Legal systems in Cambodia rely heavily on non-digitized, localized precedents and context-specific interpretation, limiting the economic feasibility of AI-driven automation for this task in the 2026 timeframe."
not_ai_material_mentions_ai,KOR,"Korea, Rep.",High income,11384,"Communicate with customers and vendors to exchange information regarding products, materials, and services.",1,informational_transformation,unclear,False,"While AI-powered knowledge bases can assist in retrieving information, the core task of explaining technical details requires human rapport, nuance, and contextual adaptation, limiting automation to assistive support rather than task replacement."
not_ai_material_mentions_ai,KWT,Kuwait,High income,10285,"Clean, lubricate, maintain, and adjust equipment to maintain efficient operation, using air hoses, cleaning fluids, and hand tools.",1,physical_execution,unclear,False,"In Kuwaiti industrial settings, this task relies on manual inspection and dexterity for complex mechanical adjustments, limiting the scope for full-scale automation or significant AI-driven labor reduction in 2026."
not_ai_material_mentions_ai,KWT,Kuwait,High income,13691,"Disinfect, reconstruct, and redevelop contaminated wells and water pumping systems, and clean and disinfect new wells in preparation for use.",1,physical_execution,unclear,False,"The task relies on highly variable physical labor, site-specific subterranean conditions, and hands-on maintenance, offering limited scope for economic labor substitution or meaningful AI-driven augmentation in typical field environments."
not_ai_material_mentions_ai,KWT,Kuwait,High income,21753,Discuss security solutions with information technology teams or management.,0,none,unclear,False,"The task relies on high-level negotiation, organizational politics, and context-dependent professional judgment, which fall outside the scope of current commercially viable automated or AI-driven systems in the Kuwaiti professional landscape."
not_ai_material_mentions_ai,KWT,Kuwait,High income,22328,Set up equipment that automatically detects area radiation deviations and test detection equipment to ensure its accuracy.,1,rule_based_workflow,unclear,False,"Radiation safety compliance requires stringent, standardized calibration procedures that are largely manual and regulatory-driven, leaving little room for economically significant labor substitution or material AI-driven augmentation in typical settings."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,10207,"Observe machine operation to detect workpiece defects or machine malfunctions, adjusting machines as necessary.",1,physical_execution,unclear,False,"In the Lao PDR context, defect detection and equipment adjustment rely on human visual inspection and manual intervention, as widespread adoption of automated, AI-driven predictive maintenance remains limited to a few elite facilities."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,11073,"Coordinate ""right-to-know"" programs regarding hazardous chemicals or other substances.",1,rule_based_workflow,unclear,False,"In the Lao PDR context, these safety compliance tasks rely heavily on local regulatory adherence and physical oversight, where digital or AI-driven automation systems remain outside standard workplace deployment capacities."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,11141,"Recruit and hire staff, such as cooks and other kitchen workers.",1,rule_based_workflow,unclear,False,"In the Lao PDR context, kitchen staff recruitment relies heavily on personal referrals, local networks, and direct walk-in applications, making high-level automated or AI-driven recruitment systems commercially irrelevant and non-representative."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,11924,"Check equipment to ensure that it meets health and safety regulations, and perform maintenance or cleaning, as necessary.",1,physical_execution,unclear,False,"In the Lao PDR context, equipment maintenance remains largely manual and tactile, with little infrastructure for automation or AI-driven predictive maintenance, meaning technology provides negligible labor-reduction for this task."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,12092,"Position stock in furnaces, using tongs, chain hoists, or pry bars.",1,physical_execution,unclear,False,"In the Lao PDR context, furnace stock positioning remains fundamentally manual and dependent on artisanal or site-specific handling, making widespread economic substitution or meaningful AI-driven augmentation currently implausible."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,1214,"Coordinate services for events, such as accommodation and transportation for participants, facilities, catering, signage, displays, special needs requirements, printing and event security.",1,planning_control,unclear,False,"In Lao PDR, event coordination relies heavily on manual, relationship-driven vendor networks and informal communication, limiting the feasibility of systemic automation or AI-driven optimization at typical operational scales."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,12929,"Prepare reports or recommendations, based upon research outcomes.",1,informational_transformation,unclear,False,"In the Lao PDR context, limited availability of high-quality LLM tools proficient in the Lao language for technical report writing means human labor remains central, making automation at this level currently infeasible."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,13792,"Replace worn and defective parts such as switches, bearings, transmissions, belts, gears, circuit boards, or defective wiring.",1,physical_execution,unclear,False,"In the Lao PDR context, mechanical repair relies heavily on manual expertise and tacit physical problem-solving, with little economic potential for automation or AI-driven substitution of human labor by 2026."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,14293,Collaborate with other operators to solve unit problems.,0,none,unclear,False,"Collaborative problem-solving among operators relies on tacit knowledge, social negotiation, and real-time judgment, which remain outside the scope of current commercially viable automated or AI-driven systems in the Lao industrial context."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,14410,"Depress pedals to rotate drums, and wind specified numbers of plies around drums to form tire bodies.",1,physical_execution,unclear,False,"In the Lao PDR manufacturing context, this task requires manual dexterity and tactile feedback on tire production lines, making full automation or significant AI-driven augmentation currently economically unviable."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,15411,Collect and analyze production samples to evaluate quality.,1,inference_scoring,unclear,False,"In Lao PDR's current industrial context, quality testing relies heavily on human-led inspection and manual physical verification, with limited diffusion of high-tech automated sampling or AI-driven diagnostic systems."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,15469,"Shut down and restart biomass power plants or equipment in emergency situations or for equipment maintenance, repairs, or replacements.",1,rule_based_workflow,unclear,False,"In the Lao PDR context, these procedures remain highly manual, safety-critical, and dependent on direct operator oversight, with automation limited to basic, non-AI-driven regulatory and safety shutdown systems."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,16611,"Perform or execute manual or automated tests of automotive system or component performance, efficiency, or durability.",1,physical_execution,unclear,False,"Automotive durability testing in Lao PDR relies on physical diagnostic equipment and human expertise, with minimal infrastructure for automated, AI-driven performance testing in typical workshop or local manufacturing environments."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,17170,"Perform, order, or interpret the results of diagnostic or clinical tests.",1,inference_scoring,unclear,False,"In the Lao PDR context, diagnostic interpretation relies heavily on human expertise and clinical oversight, with limited infrastructure for deploying AI-driven diagnostic tools in typical medical practice settings by 2026."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,17248,"Document the performance, interpretation, or outcomes of all procedures performed.",1,informational_transformation,unclear,False,"In the current clinical environment of Lao PDR, electronic health record adoption is limited, making advanced automated documentation and AI-driven clinical interpretation rare and practically infeasible for routine labor reallocation."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,17673,"Collect and report data on topics, such as patient encounters or inter-institutional problems, making recommendations for change when appropriate.",1,informational_transformation,unclear,False,"In the Lao PDR context, systemic health data collection often remains manual or relies on fragmented digital records, limiting the feasibility of AI-driven automation for higher-level institutional analysis at scale."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,17859,"Calibrate liquid flow devices or meters, including fuel, chemical, and water meters.",1,physical_execution,unclear,False,"In Lao PDR's current industrial context, calibration remains a manual, skilled technical task requiring physical manipulation, direct device adjustment, and local standard verification, leaving limited room for widespread automation or AI-driven labor substitution."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,19810,Develop marketing campaigns for environmental technologies or services.,0,none,unclear,False,"In the Lao PDR market context, marketing campaign development remains deeply rooted in local cultural nuance, relationship-based sales, and traditional media, limiting the economic applicability of automated or AI-driven systems."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,20283,"Operate office equipment, such as fax machines, copiers, or phone systems and arrange for repairs when equipment malfunctions.",1,rule_based_workflow,unclear,False,"In Lao PDR, this task relies on manual intervention and vendor coordination; office equipment is largely standardized and reliable, offering little opportunity for scalable, AI-driven automation or labor reduction."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,20307,"Monitor machines that automatically measure, sort, or inspect products.",1,physical_execution,unclear,False,"In the Lao context, industrial monitoring of automated sorting and inspection systems relies on manual oversight for exceptions and physical interventions, with limited deployment of sophisticated, AI-driven autonomous recovery systems."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,20731,"Inspect completed installations and observe operations to ensure conformance to design and equipment specifications and compliance with operational, safety, or environmental standards.",1,inference_scoring,unclear,False,"In the context of Lao PDR, this task relies on human site visits, physical judgment, and regulatory discretion, making meaningful automation or AI-driven substitution of the core inspection activity currently infeasible."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,2102,Guard facility entrances to screen visitors.,1,physical_execution,unclear,False,"In the Lao PDR context, security guarding relies predominantly on manual observation, physical presence, and basic ID checks, with limited economic feasibility for widespread high-tech automation or AI-driven systems by 2026."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,21787,Analyze log files or other digital information to identify the perpetrators of network intrusions.,1,inference_scoring,unclear,False,"In the Lao PDR context, cybersecurity analysis remains highly manual or relies on basic, non-AI-driven monitoring tools, limiting the potential for significant labor reallocation via automation by 2026."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,21945,"Draft working drawings, wiring diagrams, wiring connection specifications, or cross-sections of underground cables, as required for instructions to installation crew.",2,rule_based_workflow,both,False,"While standard CAD software already automates significant drafting tasks in Lao PDR, sophisticated AI-driven generative design remains less common than rule-based drafting libraries, making both substitution and augmentation viable paths."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,22024,"Assist engineers in developing, building, or testing prototypes or new products, processes, or procedures.",1,physical_execution,unclear,False,"In the Lao PDR context, prototype development and testing remain highly manual and craft-based, with limited diffusion of high-end automated manufacturing equipment or AI-driven testing systems in typical workplaces."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,22035,Monitor and adjust production processes or equipment for quality and productivity.,1,physical_execution,unclear,False,"In the current economic context of Lao PDR, industrial equipment adjustments rely heavily on manual operator expertise, with limited infrastructure or economic feasibility for advanced automated or AI-driven monitoring and adjustment systems by 2026."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,22206,"Write or prepare detailed clinical neuropsychological reports, using data from psychological or neuropsychological tests, self-report measures, rating scales, direct observations, or interviews.",1,informational_transformation,unclear,False,"In the Lao PDR clinical context, high-level clinical judgment and culturally-situated synthesis of neuropsychological assessments remain primarily human tasks with limited infrastructure for AI-driven documentation."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,23283,"Perform general office duties, such as taking or transcribing dictation, typing or proofreading correspondence, distributing or filing official forms, or scheduling appointments.",2,rule_based_workflow,both,False,"While scheduling and basic editing can be automated via software in Lao PDR, the linguistic demands of high-quality Lao transcription currently limit AI-driven substitution, favoring mixed human-software workflows."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,255,Conduct social research.,1,informational_transformation,unclear,False,"In the Lao PDR context, research on social and historical issues heavily depends on local language archives, oral histories, and field interviews, which fall outside the reach of typical automated or AI-driven research workflows."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,2560,Resolve problems or discrepancies concerning customers' accounts.,1,rule_based_workflow,unclear,False,"In the current Lao PDR context, account resolution remains highly relationship-dependent and requires nuanced manual reconciliation across often fragmented legacy systems, limiting scope for large-scale automation or significant AI-driven labor reallocation."
not_ai_material_mentions_ai,LAO,Lao PDR,Lower middle income,3969,"Confer with customer representatives, vendors, plant executives, or publisher to establish technical specifications and to determine subject material to be developed for publication.",0,none,unclear,False,"This task requires high-level human interpersonal negotiation, consensus-building, and localized context interpretation that remains outside the scope of current commercially viable automated or AI-driven systems in the Lao PDR context."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,10056,"Install boilers, containers, and other structures.",1,physical_execution,unclear,False,"Installing large, custom industrial structures requires significant human onsite adaptation to unstructured environments and non-standardized sites, making scalable automation or AI-driven substitution infeasible in the Libyan context."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,10095,"Manipulate controls and observe dial indicators to monitor, adjust, and regulate speeds of machine mechanisms.",1,physical_execution,unclear,False,"The task relies on immediate, tactile, and physical feedback loops specific to localized mechanical conditions, making full automation or significant AI-driven augmentation currently infeasible in typical Libyan industrial settings."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,10485,Contact equipment manufacturers or appropriate specialists when necessary to resolve equipment problems.,0,none,unclear,False,"Contacting manufacturers for bespoke equipment support requires human judgment, specialized communication, and troubleshooting coordination that remains outside the scope of current commercially viable automated or AI-driven systems in the Libyan context."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,10701,Inspect each car periodically during runs.,1,physical_execution,unclear,False,"Railway infrastructure in Libya remains largely underdeveloped with limited existing rail networks, making sophisticated, AI-driven, or automated monitoring systems economically implausible for typical operational settings in this country by 2026."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,11499,"Load and arrange glass or mirrors onto delivery trucks, using suction cups or cranes to lift glass.",1,physical_execution,unclear,False,"In the Libyan context, this task requires specialized manual handling and physical adaptation to variable loads, making automated or AI-driven replacement or augmentation economically unviable and technically impractical compared to low-cost human labor."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,1158,"Monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.",1,inference_scoring,unclear,False,"In the current Libyan economic context, market monitoring relies heavily on manual data gathering and informal networks, making widespread adoption of automated, AI-driven demand forecasting infrastructure implausible by 2026."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,11628,Test new systems to ensure that they are in working order.,1,physical_execution,unclear,False,"Mechanical testing requires physical interaction with specialized equipment that is highly context-dependent and manual, limiting the scope for meaningful automation or AI-driven labor substitution in the Libyan industrial context by 2026."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,11703,"Weld, braze, or solder electrical connections.",1,physical_execution,unclear,False,"Manual soldering and welding of electrical components in Libya relies on artisan precision and variable environmental conditions, making full automation or significant AI-driven augmentation economically unviable in the local 2026 industrial context."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,12876,"Obtain information about or inspect performance facilities, equipment, and accommodations to ensure that they meet specifications.",1,physical_execution,unclear,False,"In the Libyan context, facility and equipment inspection relies heavily on localized, on-site human judgment, with minimal integration of automated or AI-driven monitoring systems for standard specification compliance."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,1531,Design or direct studies to obtain technical environmental information about planned projects.,0,none,unclear,False,"Designing environmental studies requires deep domain expertise, site-specific regulatory understanding, and complex project synthesis that remains heavily human-centric in the Libyan economic context with limited automation or AI-driven substitution potential."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,15667,"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",1,informational_transformation,unclear,False,"In the Libyan context, high-level financial analysis relies on specialized, localized data that is often unstructured or unavailable, limiting the economic viability of AI-driven automation for this nuanced decision-making task."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,16223,Propose recommendations for improving content management system capabilities.,0,none,unclear,False,"Proposing system improvements is a strategic, high-judgment task requiring deep contextual understanding of organizational workflows and technical constraints, which remains outside current automatable or AI-driven scope for typical workplaces in Libya."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,16539,Develop processes or identify equipment needed for pilot or commercial nanoscale scale production.,0,none,unclear,False,"The task requires advanced nanoscale engineering R&D, which involves complex, highly variable innovation and strategic equipment selection far exceeding the scope of typical automation or AI-driven productivity in Libya's current industrial context."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,1917,"Test raw materials, processes, or finished products to determine quality or quantity of materials or characteristics of a substance.",1,physical_execution,unclear,False,"In Libya's current industrial context, quality testing relies heavily on manual, localized inspection processes, making widespread automation deployment or advanced AI-driven integration unlikely for typical firms by 2026."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,21703,"Incorporate technical considerations into Web site design plans, such as budgets, equipment, performance requirements, or legal issues including accessibility and privacy.",1,informational_transformation,unclear,False,"In Libya, navigating local legal requirements and specific technical infrastructure constraints remains a highly contextual, interpretive, and human-centric task, limiting the potential for significant labor substitution or material AI-driven augmentation."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,22311,Test plant equipment to ensure it is operating properly.,1,physical_execution,unclear,False,"In the Libyan industrial context, equipment testing remains fundamentally reliant on manual inspection and standard physical maintenance protocols, with limited scope for widespread autonomous substitution or material AI-driven augmentation in typical operations."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,22756,Prepare case histories.,1,informational_transformation,unclear,False,"Medical history recording in Libya's current clinical environment remains highly manual and interpersonal, with infrastructure and workflow constraints limiting the economic viability of AI-driven automation or material labor substitution by 2026."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,23461,"Inspect, examine, or test installed systems or pipe lines, using pressure gauge, hydrostatic testing, observation, or other methods.",0,none,unclear,False,"In Libya, this task relies on manual inspection, sensory feedback, and physical access to infrastructure that is highly variable, making automated or AI-driven substitution or meaningful augmentation economically infeasible in 2026."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,23648,Rotate molds to distribute alloys and to prevent formation of air pockets.,1,physical_execution,unclear,False,"The task requires physical dexterity and situational judgment in a foundry environment, making automated substitution or material AI-driven augmentation impractical and economically unviable in the current Libyan industrial context."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,324,Purchase food in accordance with health and safety codes.,1,rule_based_workflow,unclear,False,"Procurement in this context relies heavily on supplier relationships, local market volatility, and manual regulatory verification, making automated or AI-driven substitution or meaningful augmentation largely unavailable or impractical in Libya."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,3555,"Direct activities of workers who operate or are engaged in constructing and improving absorption, evaporation, or electromagnetic equipment.",0,none,unclear,False,"Directing complex technical construction requires context-specific expertise, interpersonal coordination, and hands-on oversight that remains outside the scope of current commercially viable automated or AI-driven systems in Libya's industrial context."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,4835,"Drill holes and pull or push wiring through openings, using hand and power tools.",1,physical_execution,unclear,False,"In the Libyan context, this manual trade task relies heavily on skilled physical dexterity and site-specific improvisational problem-solving that remains unaffected by currently deployable automation or AI-driven systems."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,5351,"Plan or develop applications or modifications for electronic properties used in components, products, or systems to improve technical performance.",0,none,unclear,False,"In the Libyan context, advanced electronic engineering R&D lacks the localized industrial infrastructure, digital design tool adoption, and high-tech market demand required for significant automation or AI-driven substitution of expert design work."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,5854,"Compile, administer, and grade examinations, or assign this work to others.",1,rule_based_workflow,unclear,False,"In the Libyan context, educational assessment relies heavily on manual oversight, interpersonal evaluation, and local pedagogical norms, making widespread digital or AI-driven substitution or meaningful augmentation currently impractical and unavailable."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,6141,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",1,rule_based_workflow,unclear,False,"In the Libyan context, procurement remains highly manual, relationship-based, and reliant on local market verification, rendering automated or AI-driven systems largely impractical or non-deployable at scale."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,6332,Write grant proposals to procure external research funding.,1,informational_transformation,unclear,False,"Writing high-stakes grant proposals in the Libyan context requires deep institutional, political, and local research networking, making AI-driven automation currently ineffective at replacing the human labor core of this task."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,7576,"Conduct standardized tests on food, beverages, additives, or preservatives to ensure compliance with standards and regulations regarding factors such as color, texture, or nutrients.",1,physical_execution,unclear,False,"Quality testing in Libya typically relies on specialized laboratory equipment requiring manual sample preparation, handling, and interpretation, limiting the scope for full automation or meaningful AI-driven labor reduction in typical settings."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,9700,Maintain sales forecasting reports.,2,rule_based_workflow,both,False,"Updating sales reports in Libya typically relies on structured data entry and spreadsheet workflows, which are increasingly automated through standard software, though sophisticated AI-driven forecasting adoption remains limited in this economic context."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,9791,"Compile reports, charts, or graphs that describe and interpret findings of analyses.",2,informational_transformation,both,False,"While standard office suites automate data-to-chart compilation in Libya, high-end AI-driven reporting remains uncommon, making both efficient automated generation and human-assisted refinement currently relevant."
not_ai_material_mentions_ai,LBY,Libya,Upper middle income,9805,Drive tractors for building or repairing logging and skid roads.,1,physical_execution,unclear,False,"Operating heavy machinery for road building in remote, rugged, and varied terrain remains a highly skilled manual task, with limited adoption of autonomous or AI-driven systems in the Libyan context."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,10066,Take product samples during or after processing for laboratory analyses.,1,physical_execution,unclear,False,"In the Sri Lankan manufacturing context, sample collection requires manual physical access to production lines, movement, and material handling that remains largely impervious to scalable, cost-effective automation or AI-driven substitution."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,10635,Follow appropriate safety procedures for transporting dangerous goods.,1,rule_based_workflow,unclear,False,Safety protocol adherence in hazardous material transport relies on human judgment and real-time environmental context that remains outside of scalable automation or AI-driven substitution in the Sri Lankan labor context.
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,10660,"Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.",0,none,unclear,False,"This task requires high manual dexterity and spatial judgment in varied field environments, making it essentially immune to standard automation or AI-driven replacement in the Sri Lankan context."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,11936,"Adjust machine feed and speed, change cutting tools, or adjust machine controls when automatic programming is faulty or if machines malfunction.",1,physical_execution,unclear,False,"In the Sri Lankan manufacturing context, machine troubleshooting remains highly dependent on tacit, context-specific mechanic knowledge and physical dexterity, limiting the feasibility of automated or AI-driven substitution for typical maintenance tasks."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,13656,Engage mechanisms that lay tracks or rails to specified gauges.,1,physical_execution,unclear,False,"Laying railway tracks requires high-precision, environment-specific physical manipulation that is typically handled by human-operated heavy machinery, with little realistic potential for autonomous labor replacement or material AI-driven augmentation in Sri Lanka."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,14108,"Sew, join, reinforce, or finish parts of articles, such as garments, books, mattresses, toys, and wigs, using needles and thread or other materials.",2,physical_execution,substitute,False,"While manual sewing is highly skilled, industrial sewing machines already automate stitch execution; in Sri Lanka's garment sector, substitution via further mechanization remains the primary economic path over AI-driven augmentation."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,14286,Monitor transportation and storage of flammable and other potentially dangerous products to ensure that safety guidelines are followed.,1,rule_based_workflow,unclear,False,"In the Sri Lankan context, regulatory monitoring for hazardous materials relies on manual inspection, physical paperwork, and interpersonal verification, leaving limited room for widespread technical substitution or AI-driven augmentation by 2026."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,17752,Identify and resolve any deficiencies in photovoltaic (PV) system installation or materials.,0,none,unclear,False,"In the Sri Lankan context, solar maintenance is a hands-on physical trade requiring site-specific diagnostic and manual repair work that remains largely unamenable to significant automation or AI-driven labor substitution."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,17859,"Calibrate liquid flow devices or meters, including fuel, chemical, and water meters.",1,physical_execution,unclear,False,"Calibration requires hands-on manipulation of hardware and physical test rig setups that remain fundamentally manual or reliant on conventional, non-AI-driven measurement instrumentation in typical industrial settings in Sri Lanka."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,18342,"Document patients' treatment plans, interventions, outcomes, or plan revisions.",1,rule_based_workflow,unclear,False,"In Sri Lanka's healthcare system, documentation remains largely manual or reliant on fragmented local record systems, limiting the feasibility of widespread economic substitution or significant AI-driven augmentation by 2026."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,18787,"Fabricate and dismantle parts, equipment, and machines, using a cutting torch or other cutting equipment.",1,physical_execution,unclear,False,"Fabrication using a cutting torch is a manual, highly adaptive task that requires sensory input and complex physical manipulation unsuitable for widespread automated replacement or material AI-driven augmentation in typical Sri Lankan manufacturing settings."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,19697,"Improve fuel efficiency by testing vehicles or components that use lighter materials, such as aluminum, magnesium alloy, or plastic.",1,physical_execution,unclear,False,"In Sri Lanka's current industrial context, vehicle component testing relies heavily on manual expertise and standardized physical rig testing, with limited adoption of automated, AI-driven diagnostic or R&D systems for this specific task."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,21894,"Check, test, and maintain automatic controls and alarm systems.",1,none,unclear,False,Maintenance of complex industrial control systems in Sri Lanka relies heavily on physical diagnostic intuition and manual repair skills that remain outside the feasible reach of current automation or AI-driven systems.
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,2209,"Prepare and serve a variety of beverages, such as coffee, tea, and soft drinks.",1,physical_execution,unclear,False,"In the Sri Lankan context, beverage preparation is highly service-oriented and labor-intensive, with minimal infrastructure for automated robotic substitution or AI-driven augmentation in typical workplace settings."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,2722,Operate and maintain mobile dispatch vehicles and equipment.,1,physical_execution,unclear,False,"In the Sri Lankan context, vehicle operation and manual maintenance remain heavily dependent on human physical labor, with limited economic impetus or infrastructure for autonomous or AI-driven substitution of these core tasks by 2026."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,3065,"Perform preventive maintenance or service, such as cleaning, lubricating, or adjusting equipment.",1,physical_execution,unclear,False,"In Sri Lanka's typical industrial settings, these physical maintenance tasks require high manual dexterity, situational judgment, and direct interaction with varied, legacy equipment, making meaningful automation or AI-driven replacement currently infeasible."
not_ai_material_mentions_ai,LKA,Sri Lanka,Lower middle income,3526,"Study legal records to establish boundaries of local, national, and international properties.",1,informational_transformation,unclear,False,"Land record systems in Sri Lanka are characterized by high fragmentation, frequent manual physical searches, and deep archival complexity that resists standard automation or AI-driven substitution for core title verification tasks."
